Community,Distance centre,Distance shop
华阳路298弄,5.079987981,0.606040069
鸿凯湾绿苑,5.168451344,0.652864755
友联大楼,6.231439263,0.81791895
凯欣豪园,5.696372962,0.224227526
长乐大厦(长宁),5.256161689,0.488965228
安阳小区,5.496685459,0.402078926
上海花城,21.15391618,18.87880031
遵义小区,6.655368141,1.091995909
兆丰嘉园,5.587526192,0.144838503
武夷路772号,6.159817801,0.770004341
金都苑,5.24284067,0.563573499
联业大楼,6.567982529,1.247775302
民心小区,4.943403353,0.808634328
虹桥河滨花园,7.169648799,1.595174731
朗诗虹桥绿郡(公寓),23.07000373,20.85995326
中山西路424弄,6.48480781,0.893337667
虹桥新城,6.797175652,1.181301542
新光小区,7.160917025,1.552686226
佳达新苑,5.113347706,1.160543978
银都公寓,5.391140698,0.997338686
新衡公寓,5.552748697,0.888226878
天山商厦,7.325455475,1.767367785
家电大楼,6.427321765,0.827835656
仲信苑,4.860659833,0.844568834
虹桥国际大厦,6.661957361,1.04612495
利星国际广场,5.309487556,1.088785141
悦达花苑,5.766135098,0.578274437
万航小区,5.056392191,1.006929626
天山二村,7.080746004,1.577902767
兆丰花园,5.642560021,0.079866423
虹德苑,6.133583564,0.582005998
愚园公馆,4.849825489,0.814358351
安基大楼,7.078886696,1.469066232
虹桥万博花园,7.371453586,1.768162382
大桥小区,4.796073898,1.164685851
建宁大厦,5.30094388,0.423123983
金谷苑,4.851088384,0.837178474
花园大厦,5.64969521,0.051723728
大孚新村,6.652836287,1.042064343
三泾南宅,6.010685411,0.615979597
遵义路720号,6.641414818,1.041599456
碧云公寓,6.329570965,0.767510279
长宁路405弄,4.662600335,0.975590552
华秀小区,5.136602942,0.736025264
欣怡小区,5.45474409,0.584579902
利西路125弄,4.711998565,1.188404619
耀华小区,6.185800226,4.622283339
锦屏小区,7.077631833,1.462945568
绿地海怡公寓,4.964141041,1.246581013
科宁公寓,6.427630491,0.813643642
武定大厦,5.520105723,0.724314835
原水小区,2.808363383,2.622662257
遵义西大楼,6.543448918,0.927603722
盛业公寓,5.022215913,0.646589578
中山大楼(长宁),5.06576424,0.561054366
三泾北宅小区,6.106961862,0.577714313
清宁小区,6.656263406,1.099469183
遵义路730号,6.630825676,1.030106187
长宁路1600弄,6.67940878,1.075411607
天诚花苑,5.469656605,0.796751508
江苏北路105弄,4.784594368,1.01372647
长宁路1488弄,6.447313035,0.844399622
云雾山路5号,6.707318246,1.104812132
长新小区(长宁),5.06576424,0.561054366
昭化路60弄,4.93043621,1.203029287
范北小区,6.01375977,0.652676472
宁锦小区,7.284093979,1.674878045
华电小区,5.138525445,0.668423252
愚园路1060弄,4.644633864,0.990060836
富都花园,5.133201648,0.588207062
银鑫大楼,4.780532512,1.070755678
五环大楼,4.663872935,1.29179652
华江大楼,4.792825096,1.084405378
大家源新城,6.134373299,0.686541085
安化路337号,5.337031711,0.593973666
中二小区,4.496343409,1.120065158
范东铁路小区,5.91457332,0.299555132
长宁支路306弄,4.991570141,0.819827697
延安西路1265弄,5.211595864,1.149450204
华阳路224弄,5.12240455,0.599347998
强家渡小区,6.7992328,1.233688729
万航渡路2546号,6.81424616,1.231460372
大明小区,4.790974753,0.947171891
海华小区,6.786467299,1.273026961
宁强小区,6.18304148,0.683221812
武夷路450弄,5.568420518,0.697511173
锦屏路10弄,7.224684902,1.610349967
金阳小区,5.054999384,0.658599664
西诸安浜路435弄,4.748038531,0.982471787
福安大厦(长宁),5.306660358,0.418243859
迅发公寓,5.106837156,0.541838312
天山路1922弄,6.311349638,1.191946522
江苏路186弄,4.485706465,1.139177855
华阳路223号,5.066841798,0.648170673
玉屏南路197号,6.627975257,1.095679316
遵义路555号,6.746137328,1.179969352
宣化路217号,4.939256488,0.762120462
遵义东大楼,6.454109464,0.838362335
武夷路338弄,9.925917848,7.007848529
中阳小区,5.591650775,0.468421649
江苏北路119号,4.848261684,1.027999051
长宁大厦,4.72580835,1.003421788
益健小区,6.594514617,1.030729921
民生里,7.102332973,1.486679367
安化路419号,5.504538256,0.468452461
长源小区,4.630349847,1.111415167
利安小区,4.974716848,0.893674428
宣化路52弄,4.578530231,1.089297684
虹桥世家花园(公寓),23.07000373,20.85995326
宁定大楼,6.426110503,0.817069693
武夷路337弄,5.294206129,0.746462776
中包公寓,4.79254013,0.949677709
兴联大厦,4.856752396,0.789894579
宣化路268弄,5.065794402,0.614978399
安化路313号,5.219710143,0.698401129
中山西路640号,6.452602855,1.081131865
安化路417号,5.493196619,0.474287468
海厦小区,5.666511859,0.879971416
武夷花园,6.097087953,0.77952481
利西路24弄,4.488405038,1.313364554
华苑小区,6.520427857,0.909173558
江苏北路109号,4.801368662,1.00823683
安化路394号,5.413560827,0.512641304
华馨小区,5.348215318,0.6199533
武夷大楼,6.301214243,0.87058184
文汇小区(长宁),5.638146415,0.368233909
长芝大厦,4.882709482,1.031282667
城宁花苑,6.218171264,0.610828619
南天大厦,5.312578733,0.505431258
昭化路307号,5.20624815,0.946077823
万华小区,5.441496666,0.727101239
香樟公寓,4.521309421,1.165947478
国泰大厦,5.309737734,0.458211023
公信绿地大楼,4.494768542,1.270866885
万航渡路2534号,6.810199699,1.241848783
星火大楼,6.598259011,0.9823796
福安小区,4.993839789,0.71982321
虹桥向日葵公寓,23.07000373,20.85995326
宁康小区,6.062282335,0.557889833
安化路315号,5.237124547,0.676956522
宣化小区,4.609629439,1.049070842
江苏北路107号,4.787444901,1.014147456
凯旋路110号,5.926245696,0.50035954
华阳路172弄,5.14497535,0.614521777
玉屏南路199号,6.644326929,1.108260915
陶安小区,5.723601645,0.988445152
长宁路690弄,5.15900354,0.480693965
武夷路418弄,5.520105723,0.724314835
笠园凯旋坊,5.927921112,0.581532438
长宁支路320弄,5.010821637,0.810148273
愚园路1032弄131支弄,4.638793112,0.978725965
天山路1890弄,6.37496669,1.086061915
安化路400号,5.451662825,0.485281104
武夷路491弄,5.602283198,0.462486866
宣化路229号,5.003439831,0.69986369
安化路111弄,4.712141955,1.108523221
玉屏南路205号,6.719664127,1.167843874
安西路658弄,5.170592233,0.770574457
安化路323号,5.266331138,0.651539649
昭化路303号,5.210201698,0.967833469
云雾山路551弄,7.146347754,1.532125061
安化路273号,5.071436548,0.81096077
长宁支路322号,5.034616172,0.701456194
长宁支路314弄,5.034046198,0.758389254
欣纪苑,4.837469426,1.202198172
长联大厦,6.594905279,1.300604672
万航渡路2544号,6.801845069,1.222538316
安化路300弄,5.066614246,0.776688817
昭化路301号,5.20082932,0.973984503
安化路309号,5.172656161,0.739117659
定西路1211弄,5.391189436,0.641903791
长宁支路318弄,5.040117443,0.730883122
华阳公寓,5.267601197,0.75537313
天山路1920弄,6.344783226,1.194333302
宣化路227号,4.989579207,0.711401546
秀水楼,5.017031777,0.829376963
兆丰大厦,4.760719093,0.931822631
华阳路60号,5.246477733,0.669618278
朗诗虹桥绿郡(别墅),23.07000373,20.85995326
天山路1726弄,6.727253375,1.250819475
宏业花园,4.634121365,0.992846995
古北路371弄,7.35626569,1.754262763
兴安小区,4.895809466,0.734183931
利西路52号,4.610231287,1.224083127
江苏北路113号,4.822743768,1.014826448
中山学林苑,5.23358766,0.552174744
长峰大厦,5.436691745,0.443120002
娄山关路969弄,6.995623249,1.380670847
中意小区,5.672150448,0.971418914
华阳路66弄,5.225418959,0.685446583
愚园路1423弄,5.283877407,0.345255088
武夷路295弄,5.194983668,0.818379391
云雾山路7号,6.71831337,1.115002915
新时空国际商务广场,5.818604244,0.245306311
天山路820弄,7.270838412,1.685174037
天山路840弄,7.222781343,1.644912145
万航渡路1490号,5.333459158,0.660437837
遵义路575弄,6.685110673,1.088271003
武夷路15弄,4.713222756,1.259555501
泰丰公寓,5.662735429,0.334528754
昭化小区,5.618498833,0.811020767
长宁路1488弄3支弄,6.650144633,1.04786274
星辰公寓,5.559192558,0.711796423
武夷路587号,5.831473707,0.62221761
愚园小区,5.197406441,0.465441046
培花久远公寓,8.923780694,7.213596129
芳雅苑,9.232729118,7.463920844
大华锦绣华城(二街区),7.378458029,6.265519969
绿川新苑,9.3028199,8.29725346
芳华路411弄,8.779604604,7.063553238
大华锦绣华城(十五街区),7.81386363,6.636672847
浦东星河湾,7.087601976,5.923357441
莲园路488-518号,9.27745969,7.809339611
白杨小区,8.989321771,7.335811923
锦华东南苑,8.501420709,7.509242496
德圣苑,10.13357866,8.874358835
文汇小区(浦东),9.248570411,8.128574641
大华锦绣华城(十四街区),8.037877262,6.897781589
古北御庭,7.79345487,6.14943312
鹏丰苑,10.01367606,8.898399732
莲宏苑,9.262371006,7.837166319
大华锦绣华城(十二街区),8.139372467,7.13393976
莲溪六村,9.292667085,7.778256802
天池一村,8.183155962,6.98003181
宝华海尚郡领,8.891888294,7.813532975
陆家嘴锦绣前城,6.838150809,5.63323718
天池二村,8.245313234,7.100035231
绿川小区,9.801747752,8.788896411
金旋小区,7.63036759,6.662206945
海上国际花园(一期),8.606790719,7.483793603
南新六村,8.828576635,7.720411527
芳华路713弄,9.146161348,7.342951616
大华锦绣华城(十九街区)(公寓),8.037877262,6.897781589
锦博苑,7.442668837,6.31153007
大华锦绣华城(十六街区)(公寓),8.146666734,7.004022124
大华锦绣华城(一街区),7.074092928,6.010625346
莲中二村,9.654634885,8.31189449
芳华路268弄,8.610086785,6.96405825
德铭苑,9.982185208,8.692986458
南新二村,9.421403383,8.342618906
紫叶花园,8.958327391,7.682682921
南新三村,9.307329668,8.231215377
连波路228弄,8.479560369,6.97031625
培花七村,8.894530126,7.334013854
鹏海小区,0.206880041,1.311532513
欣顺小区,9.37109845,8.271869379
大华锦绣华城(九街区),7.561730949,6.563200669
莲东新村,49.89938268,48.62271072
南新四村,8.936210844,7.881174772
艾东小区,7.08420422,5.964360693
大华锦绣华城(十八街区)(公寓),8.395323779,7.330586688
鹏健苑,9.60794332,8.471961199
南杨花园,8.62811012,7.075594947
联勤小区,9.718975534,8.6451418
莲溪八村,9.220663461,7.745464929
万邦都市花园,8.05371319,6.296686934
绿川馨康苑,9.497538559,8.40594724
由由三村,6.697553788,5.671727887
鹏宏苑,10.20700104,9.038555464
莲泰苑,10.07201993,8.620548169
新陈路428弄,10.22665201,8.774204809
芳华苑,8.91726334,7.164441223
新花苑,8.352918048,6.772902252
大华锦绣华城(十七街区)(公寓),8.072636902,6.972377533
北中路278弄,9.336297427,7.965500655
金恒小区,7.728741032,6.717609821
玉兰小区,9.80389241,8.421697837
陆家嘴锦绣里,9.091376547,7.939336281
南新一村(下南路161弄),9.618548639,8.501389983
大华锦绣华城(四街区),7.294806028,6.098626141
莲珠大厦,9.38642273,8.047558858
东莲大厦,9.440240012,8.112255164
莲溪大楼,9.601528859,8.141737862
芳华路580弄,9.142066307,7.386863792
莲安东路80弄,9.577593236,8.251855309
大华锦绣华城(十街区),7.698366329,6.737350838
龙沟新苑,9.55756642,7.687209633
大华锦绣华城(十一街区),7.894713554,6.880515543
海东公寓,8.633514399,7.388111983
紫竹轩,8.788756479,7.47707748
绿星小区,9.536093892,8.439706043
莲溪一村,9.591385775,8.151694811
锦三角花园(公寓),1.921960061,2.217698599
莲溪路430弄,9.616745924,8.202108275
莲琼苑,9.909382483,8.553090704
莲怡苑,9.904302549,8.431372617
莲安东路79弄,9.54585266,8.191332504
景泰嘉苑,9.433155877,8.22113812
花木新村,8.751244765,7.087106634
惠德新邨,9.049903202,7.285351393
锦华花园,7.811666539,6.733485796
聚龙家园,9.628935037,7.794562986
莲溪三村,9.797722385,8.302096079
北中路280弄,9.369220338,7.960224742
虞泽苑,9.738419895,8.529930331
紫叶花园东园,9.064076515,7.757668842
芳华路188弄,8.351613779,6.775081866
北蔡苑,9.185990842,7.96831904
由由新邸,6.622339041,5.634357176
莲中路191弄,9.496075818,8.097258365
莲文苑,8.290794623,7.044130331
芳华小区,0.341336956,1.378446983
文化馨苑,8.40472694,7.245929383
宏莲馨苑,8.675515805,7.352130629
芳华路229弄,8.478826778,6.847094526
绿川公寓,9.534135913,8.521080475
培育苑,8.792902083,7.060151215
芳草苑(浦东),8.45578157,6.889114815
莲鼎苑,10.11207139,8.692336848
加东花园,9.339102993,8.157135763
莲中路174弄,9.445609183,8.062929449
紫翠高清苑,9.736382107,8.62512855
金顺小区,7.903127411,6.932769183
芳芯苑,8.864136824,7.242173319
花木公寓,9.301768146,7.722603241
和平小区(浦东),8.59354428,7.123013468
芳华路673弄,9.087719004,7.290512704
高科西路2763弄,8.628930185,7.12952871
莲业新村,9.265882655,8.051765222
芳芯路251弄,8.785365835,7.19682533
由由一村,6.438449005,5.431978949
龙港新村,9.54870279,7.930664193
芳草路253弄,8.661242645,7.040358619
莲溪二村,9.44412092,7.973258656
高科西路2847弄,8.959715369,7.436181711
大华斐勒公园,7.489218257,6.33409168
莲杨苑,10.09124945,8.760238755
鹏裕苑,10.66426952,9.328116537
芳华路9弄,8.140904129,6.617260951
凯利海华府,7.719433032,6.440498418
绿川家园,9.792225912,8.694392503
芳佳苑,8.439568698,6.936262502
莲中路169弄,9.50741281,8.098068732
乾景雅园,8.433151209,7.14586746
虹南小区(浦东),9.142430182,7.763441825
芳华路253弄,8.480696933,6.82126488
由由五村,6.959490796,5.933936537
杨高南路2877弄,7.436671745,6.167798692
龙博公寓,9.489364657,8.227300338
高科西路3060弄,9.557792299,7.920153244
宝华海尚郡领(别墅),8.891888294,7.813532975
芳草路238弄,8.690268755,7.095262322
博安苑,8.749414257,7.525721837
华佳花园,9.425028109,7.830062547
大华锦绣华城(十七街区)(别墅),8.072636902,6.972377533
大华锦绣华城(十六街区)(别墅),8.037877262,6.897781589
莲康苑,10.49989525,9.242313111
绿苑别墅,9.484947901,8.447921889
大华锦绣华城(十八街区)(别墅),8.395323779,7.330586688
大华伊斐墅,8.090313029,6.857865742
南新苑,9.040339012,7.966883898
莲园路580弄,9.50741622,8.021040291
龙科公寓,8.734238725,7.263765636
大华锦绣华城(十九街区)(别墅),8.037877262,6.897781589
由由四村,7.055337803,5.999576127
海上国际花园(二期),8.839747036,7.660881926
天安万科御河企业公馆,11.09749036,9.556049288
金桥酒店公寓,40.68691868,39.40464437
金色碧云,9.498770263,6.956983277
金桥爱建园,40.68691868,39.40464437
银泰花园(公寓),1.921960061,2.217698599
世茂湖滨花园(公寓),9.52347721,7.016919838
云间绿大地,9.961604447,7.497872319
中天碧云,9.638238921,7.069173524
碧云花园,10.49249508,7.898601389
信和花园,10.84198289,8.253523554
凤凰大厦,6.091482341,2.738884296
罗山花苑,9.541637315,7.012898506
星云小区,9.050949045,6.594460054
碧云东方公寓,10.96302652,8.367703163
晓园,11.09328603,8.506475253
品赏碧云,9.338357859,6.793068577
盈标花园,11.27710394,8.696701041
维诗凯亚,9.962872557,7.448528627
银泰花园(别墅),9.738512554,7.158551696
百富丽山庄,11.08060815,8.519533609
世茂湖滨花园(别墅),9.591267573,7.097286959
民航大厦,11.05640018,8.448614114
海尚东苑,19.98632348,15.22621239
佳伟景苑,20.00594103,15.39377284
中虹家园,19.57325125,15.01503717
银丰苑,20.56931797,16.75257379
河滨城市花园,17.46145885,13.90890095
爱法花园(二期),17.61541346,13.65611713
金领国际(公寓),15.05303644,12.60349458
阳光苑民同路176弄,17.32864874,13.23973979
星颂家园,19.67346229,15.48699139
丰怡苑,19.96900235,16.18684406
龚华新村,20.38726868,16.82004911
星金家园,19.95582444,15.75375877
金钻苑南区,20.28878561,16.03032536
星纳家园,19.80753277,14.79530216
舜峰家苑,19.92649085,15.01265331
龚华公寓,20.35620432,16.876342
新芳邻,7.442440713,2.245306067
星海家园,20.16861658,15.65642911
爱法花园(一期),18.01263081,13.95842561
阳光苑民耀路97弄,17.54826426,13.34734248
星晓家园,19.63110722,15.31706031
龚路新城,20.53848728,17.05547895
阳光苑民同路10弄40弄,17.40617858,13.2312863
盛世春晓苑,18.91099766,14.62765218
丰舍西苑,18.37826439,14.16346281
丰舍东苑,18.92744198,14.73199378
曹路家苑,17.74313235,13.61056726
申华小区,17.63260373,13.6114275
阳光苑民耀路268弄,17.47494436,13.36229047
民建新村,35.78322611,31.28070339
民风小区,18.88034179,14.45012413
极景易家,17.72957398,13.496775
民春苑,18.6638469,14.43614286
金钻苑北区,20.21605262,15.83244822
阳光苑民耀路98弄,17.41108173,13.19106482
金海华城永华苑,20.20583448,16.22181868
万科第五园,19.04113338,15.07537973
万科蓝山,18.53748285,14.51393251
上川路1468弄,18.57340047,14.26776014
上川路1638弄,18.89420783,14.56761757
民胜苑,17.41990183,13.4662726
中惠金钻天地,19.68373446,14.8955601
金领国际(别墅),19.61106415,16.45759866
新润花苑,20.6572973,18.33163288
南桥小区,33.38318586,29.51454744
妙栏路200弄,20.83935553,18.61956733
青厦小区,20.54200926,18.22976333
王桥苑,21.14624704,18.92231445
万馨佳园,19.3429454,17.0977745
明珠小区(川沙),20.83988959,18.53047317
金厦苑,21.22737096,18.97697215
舒馨北苑,18.78514805,16.54882198
临丰小区,20.80541073,18.52042216
象屿鼎城(公寓),20.52654018,18.29967309
新德四村,20.74987815,18.41964711
上浦小区,20.67618553,18.40149867
东绣苑,21.44806771,19.28178221
翔川家园,21.5734733,19.35868578
沙田公寓,19.08629948,16.8112434
心圆西苑,21.40906519,19.28166171
园西小区,21.53724161,19.26008565
新德路506弄,21.0049589,18.68205591
园西二居,21.31395536,19.04700316
施镇公寓,28.19424029,26.08386963
银凤小区,20.579289,18.32282587
思凡南苑,28.21407848,26.17243725
百欣苑,27.13549406,24.90447904
阳光城愉景湾,22.55368206,20.36100544
心圆东苑,21.67534853,19.5289571
东亚启航公馆,27.64489877,25.54197212
桃园公寓(川沙),21.60993755,19.31181881
城西小区,21.07682824,18.74157189
绿海家园,22.6944288,20.42481402
城南小区,22.89371135,20.5937329
思凡馨苑,27.94248593,25.89320959
海霞佳苑,26.66120639,24.43927883
海霞新苑,26.02948845,23.83126976
天和湖滨家园(公寓),27.00423944,24.70673419
东都小区,22.11656742,19.81898336
华夏花园,19.36282459,17.07410317
新德佳苑,18.85809739,16.63618776
界龙阳光苑,20.93207883,18.68617536
瀚龙苑,18.56050349,16.30615072
玉兰苑(川沙),20.46859321,18.14515594
妙境公寓,20.90067117,18.64534997
妙栏路392弄,21.07734094,18.84222984
顺馨佳园,19.58274385,17.32287502
鼎鑫名流世家,22.85153221,20.59515423
合欢公寓,20.28588332,17.98202147
新德三村,20.9793769,18.64566456
立诚苑,20.36275284,18.06848724
晴川佳苑,19.89517534,17.6263852
华沙一村,21.2988787,19.02065617
妙栏小区,21.04990455,18.80883155
旺族家园,19.98000299,17.66873622
华府188,21.90660549,19.68706737
鸿基公寓,18.49934208,16.25268176
川杨璟苑,20.10999984,17.77780088
妙境家园,21.63153277,19.37397115
东方城市绿洲,20.09906285,17.87661827
见龙苑,21.08264456,18.77957701
月亮湾园,20.29100323,18.03464861
凯佳公寓,22.00205089,19.83173676
钻石苑,21.17922806,18.92020258
城丰路15弄,20.91378888,18.63834455
界龙花苑,21.46507986,19.2357142
玉宇小区,20.84668275,18.57520399
华沙二村,21.08701766,18.81304768
和憬家园,20.27062894,17.93074838
临河小区,20.64740318,18.35485992
鑫龙佳苑,20.49881546,18.23162376
妙龙小区,20.92835703,18.71246876
申华公寓,19.79595053,17.49862671
珠光苑,20.12370524,17.84026318
银龙小区,18.86849532,16.59759928
银华苑(浦东),3.146234439,2.672885829
新川苑,21.18030534,18.88932541
航城园,27.83369495,25.74475155
妙境二村,21.48688073,19.2449243
临园小区,21.69781102,19.40458093
新川公寓,21.28966213,19.00487896
华盛名门,20.97791531,18.67984434
华天小区,20.7203095,18.40347095
金磊苑,20.03688696,17.7320939
新德五村,20.8225192,18.50612871
妙境一村,21.4623235,19.21273486
华港花园,20.0337317,17.73956314
兴东名苑,20.88522973,18.53926589
恒纬家苑,28.10088231,25.97866586
新德公寓(浦东),20.60386974,18.30136011
佳洲欣苑,20.6838932,18.4403254
川北小区,20.94661775,18.60262814
妙城公寓,21.50785855,19.22044138
川沙路5046弄,21.59672188,19.30688683
天环苑,25.86285095,23.65074369
思凡花苑六街坊,27.82983409,25.78717406
盛泰家园,26.37743293,24.16527028
盛世联弈苑,27.91671942,25.78655606
思凡花苑二街坊,27.74294623,25.6778444
曙光南桥小区,33.38318586,29.51454744
鑫唐绿波庭,27.16327203,25.08136141
御景豪园,20.21742275,17.94689699
思凡花苑一街坊,27.99533835,25.91978821
城南居委小区,22.36597508,20.06177281
华川家园,23.32728637,21.07754469
凌港城,25.57324812,23.37408046
河滨小区,22.00298155,19.70084683
施湾家园,28.52118607,26.43755024
界龙新世纪公寓,21.29725846,18.98754145
曙光路25弄,22.59912283,20.28682612
佳运公寓,22.10923459,19.84753179
曙航苑,22.76491669,20.46918985
晨阳小区,26.75674706,24.47816911
江绣苑,25.73450018,23.54789642
金顺佳苑,27.38393783,25.31624707
百晨小区,26.93188266,24.6760457
同济东时区,27.58319001,25.50478446
金星小区,22.4914163,20.21160451
曙光北苑,22.70681346,20.39515067
东都豪苑,27.09294721,24.81956094
桃园新村(川沙),21.89900374,19.62853408
晨光公寓,19.12930394,12.89542905
金湾佳园,28.67170256,26.6073083
川沙路5245弄,21.13975056,18.77330269
恒乐苑,20.7206876,18.45622189
新川路742弄,21.03525771,18.75883405
绿地公寓(浦东),20.14271423,17.8317653
新洲豪园,20.24398943,17.91337836
永达城市公寓,21.48794381,19.22833419
云川公寓,20.99381462,18.68001543
华佳苑,20.3651647,18.03187794
妙境路338弄,20.67618375,18.37938066
华夏金桂苑(别墅),19.30990841,17.00268488
川南奉公路3424弄,39.48791962,38.28556333
象屿鼎城(别墅),20.59792383,18.36657847
金象华庭,19.65725221,17.3675849
欧洲苑,21.01418817,18.73202963
新建路16弄,26.51245243,24.27086451
新建路82弄(浦东),28.7931332,26.51979837
进贤路188弄,21.0581145,18.76734834
新生小区,26.142566,23.9147848
新建路40弄,26.47214624,24.23237389
贤居苑,21.07751079,18.78865392
贝越水岸名邸,21.77925422,19.5925726
东锦苑,21.23794669,19.08477645
学北路20弄,22.32280881,20.03983414
曙光东苑,22.86452776,20.55685882
华夏金桂苑(公寓),19.30990841,17.00268488
新建路1-81号,26.61970335,24.37564197
天竹新村,26.77921852,24.53588082
天和湖滨家园(别墅),27.00423944,24.70673419
万家新天地商都,18.98322385,16.73353204
绿地云悦坊,22.03015008,19.80724739
银光苑,20.63602342,18.35466642
曙光苑,16.01708724,10.99772446
高行绿洲(五期),15.51660274,8.116228419
高行绿洲(四期),15.22217366,7.74616113
高行绿洲(六期),15.055317,7.695083666
高行绿洲(三期),15.39349881,7.842866092
森兰名佳,14.84680161,7.641327038
高行绿洲(一期),15.58640173,7.969455638
森兰美伦,14.82954658,7.757033615
壹品星汇,15.7465503,9.029345766
紫翠苑,15.26252795,9.293230663
幸福小镇,14.78185866,8.790354242
绿地崴廉公寓,14.67088124,9.355530219
新高苑(二期),15.62116793,10.30742875
新高苑(三期),14.97223633,9.792845179
东源名都,14.36454091,9.519459203
高行银杏苑,14.26666678,8.905571808
华高二村,14.4498363,9.75702489
汇园,13.6455223,8.910763874
铂庭俱进家园,14.46457785,8.610467879
新高苑(一期),15.14151655,9.874618742
华高新苑,13.91881176,9.099679771
高行馨苑,15.09233812,9.35338903
春江花悦园,14.05455572,9.006139843
华高一村,14.15360105,9.464140779
迎亭公寓,14.34206915,8.538983975
华高庭园,14.08465588,9.265108386
华高苑,13.75466407,8.817196729
凯鑫苑,13.61365252,8.850130455
高行家园,14.92026308,9.364297577
宜嘉苑,13.92660967,8.798751954
东源丽晶,15.08922412,10.21809278
两河流域,22.97706968,21.53063501
梅花新村(花木),7.502165074,5.784361629
四季雅苑(公寓),9.085414442,6.794958952
金桂家园,8.992830482,6.581652159
锦绣小区,8.847246025,6.438105318
广洋新景苑(公寓),8.806349164,6.418416388
樱花坊,7.71469873,5.784982318
大唐盛世花园,8.200799405,6.185845045
浦东世纪花园(公寓),8.031109794,5.977508728
花木苑,6.797742844,4.910120626
牡丹小区(浦东),7.052398342,5.248406468
金色维也纳(公寓),8.506819193,6.142752757
杏花新苑,7.631086692,5.944373961
玉兰路81弄,7.491836571,5.738159615
御翠园,8.571728331,6.31023389
金桂小区,7.47951863,5.595906179
海桐小区,7.871022418,6.0119626
新领地,7.701447544,5.948991073
玉兰路57弄,7.553581613,5.789724477
牡丹苑(浦东),6.926858958,5.153186436
梅花苑,6.694426009,4.906107163
花木绿城锦绣兰庭,7.323754397,5.603605644
建华新苑,7.756828309,5.757939135
环龙新纪园,7.950602075,6.068489662
海桐苑,17.45572706,11.77493656
玉兰路46弄,7.622054565,5.841689864
雍景台,7.635083524,5.616850198
绿缘公寓,7.270223193,5.338102891
牡丹路186弄,7.270997153,5.476308919
兰花小区,7.408292065,5.622623803
樱花路309弄,7.612894566,5.748555239
牡丹路399弄,7.644841508,5.695000093
银良公寓,7.588485186,5.799232874
玉兰路99弄,7.503095319,5.722515035
四季全景台,7.733551084,5.699467518
影城小筑,7.568479293,5.56361146
建华公寓,7.559095686,5.588086501
花木鑫丰苑,7.791246439,5.874200003
瑞达苑,6.832444216,5.040219223
六街坊小区,7.826889316,5.854044098
四季雅苑(别墅),9.085414442,6.794958952
九间堂,8.255470427,5.921597511
浦东世纪花园(别墅),8.031109794,5.977508728
瑞达新苑,7.928904446,5.982606222
维奇特大厦,6.740843034,4.996666998
广洋新景苑(别墅),8.806349164,6.418416388
银亿公园壹号,7.522875086,5.531543579
博佳花园,33.19710368,31.80322227
布鲁斯小镇(二期),35.31887646,33.87526805
宝业万华城,33.79544698,32.51502502
惠益新苑南苑,31.70628832,30.23126113
惠康苑,30.81345464,29.27485267
惠康苑东苑,31.002906,29.45756973
荡湾新村,34.65709011,33.16043065
江南清漪园,33.64763871,32.2216729
水上新村(浦东),34.06333946,32.55917879
西北新村,33.16561208,31.69017183
东方听潮豪园,33.1354105,31.77569046
彩虹雅苑,31.69723542,30.25307659
靖海苑(公寓),34.47604313,32.94785173
德盈佳园,36.314119,34.62503999
远洋万和四季,34.79277573,33.09998617
布鲁斯小镇(一期),35.34221703,33.90167094
甬申金地城,33.77766809,32.19531118
听潮四村,32.73103058,31.30326564
海燕二村,34.8828655,33.41800011
东城花苑一村,34.19588175,32.64829831
工业新村,34.03984691,32.53759629
丹桂佳苑,35.54949628,34.17193343
惠益新苑,31.71521442,30.24153524
听潮一村,32.82377971,31.36419912
听潮六村,32.90167257,31.4878907
布鲁斯小镇(一期)(别墅),35.34221703,33.90167094
人生港湾南欧城,35.14677267,33.65052441
桃源艺筑,32.60087926,31.11974765
惠南一方新城,33.24069739,31.9050486
惠康苑西苑,30.77650145,29.25013275
南园坊,34.35012002,33.01335239
听潮五村,33.18967829,31.76245232
民乐城丽园,31.07974405,29.57835859
锦园坊,34.59611392,33.27831366
鑫通公寓,33.83254821,32.39485407
振兴新村,33.77917671,32.31232575
惠丰园小区,19.23687893,17.09378201
水岸家园,32.76390525,31.36008573
三八新村,33.87307445,32.37462513
南田公寓,32.98095014,31.52758028
民乐城惠益绿苑,31.2558169,29.73763397
莎海惠晨苑,34.7950932,33.31645941
浦东颐景园,28.53793953,24.16353352
公园新村,48.27687639,42.79163369
康敏苑,35.07681657,33.61687448
爱盛家园,33.81083554,32.25521362
听潮民乐苑,32.67686223,31.2045625
兴东佳苑(一期),33.29083877,31.75176657
西南新村,33.45991241,32.00874088
桃花源一村,33.37538985,31.8632506
东方城市豪庭,34.284278,32.76152142
申云小区,33.82285305,32.40617582
皇宫半岛,35.84380559,34.29557179
南粮新村,33.98926956,32.48516707
育新新村,61.07281692,55.56177542
东城时代华庭(公寓),34.73553635,33.16279173
新凤凰城,34.35766562,32.78299572
鹏润伊顿公馆,35.11321016,33.46445599
人民新村,38.29910476,37.10662684
长城珑湾,35.14969899,33.52781283
